query	_id	_score	entrezgene	name	summary	symbol
LENG8	114823	96.14476	114823	leukocyte receptor cluster member 8		LENG8
RECK	8434	94.46579	8434	reversion inducing cysteine rich protein with kazal motifs	The protein encoded by this gene is a cysteine-rich, extracellular protein with protease inhibitor-like domains whose expression is suppressed strongly in many tumors and cells transformed by various kinds of oncogenes. In normal cells, this membrane-anchored glycoprotein may serve as a negative regulator for matrix metalloproteinase-9, a key enzyme involved in tumor invasion and metastasis. Several transcript variants encoding different isoforms have been found for this gene.	RECK
ANTXR2	118429	94.4902	118429	anthrax toxin receptor 2	This gene encodes a receptor for anthrax toxin. The protein binds to collagen IV and laminin, suggesting that it may be involved in extracellular matrix adhesion. Mutations in this gene cause juvenile hyaline fibromatosis and infantile systemic hyalinosis. Multiple transcript variants encoding different isoforms have been found for this gene.	ANTXR2
CMYA5	202333	91.76997	202333	cardiomyopathy associated 5		CMYA5
SPARCL1	8404	92.91752	8404	SPARC like 1		SPARCL1
LGI4	163175	102.38475	163175	leucine rich repeat LGI family member 4		LGI4
MYOCD	93649	97.944916	93649	myocardin	This gene encodes a nuclear protein, which is expressed in heart, aorta, and in smooth muscle cell-containing tissues. It functions as a transcriptional co-activator of serum response factor (SRF) and modulates expression of cardiac and smooth muscle-specific SRF-target genes, and thus may play a crucial role in cardiogenesis and differentiation of the smooth muscle cell lineage. Alternatively spliced transcript variants encoding different isoforms have been found for this gene.	MYOCD
HAND2	9464	94.91277	9464	heart and neural crest derivatives expressed 2	The protein encoded by this gene belongs to the basic helix-loop-helix family of transcription factors. This gene product is one of two closely related family members, the HAND proteins, which are asymmetrically expressed in the developing ventricular chambers and play an essential role in cardiac morphogenesis. Working in a complementary fashion, they function in the formation of the right ventricle and aortic arch arteries, implicating them as mediators of congenital heart disease. In addition, this transcription factor plays an important role in limb and branchial arch development.	HAND2
RERG	85004	96.43789	85004	RAS like estrogen regulated growth inhibitor	RERG, a member of the RAS superfamily of GTPases, inhibits cell proliferation and tumor formation (Finlin et al., 2001 [PubMed 11533059]).	RERG
HCFC2	29915	91.4683	29915	host cell factor C2	This gene encodes one of two proteins which interact with VP16, a herpes simplex virus protein that initiates virus infection. Both the encoded protein and the original Herpes host cell factor interact with VP16 through a beta-propeller domain. The original Herpes host cell factor, however, is effective at initiating viral infection while the encoded protein is not. Transcripts of varying length due to alternative polyadenylation signals have been described.	HCFC2
AASS	10157	94.27654	10157	aminoadipate-semialdehyde synthase	This gene encodes a bifunctional enzyme that catalyzes the first two steps in the mammalian lysine degradation pathway. The N-terminal and the C-terminal portions of this enzyme contain lysine-ketoglutarate reductase and saccharopine dehydrogenase activity, respectively, resulting in the conversion of lysine to alpha-aminoadipic semialdehyde. Mutations in this gene are associated with familial hyperlysinemia.	AASS
NPAS4	266743	93.67365	266743	neuronal PAS domain protein 4	NXF is a member of the basic helix-loop-helix-PER (MIM 602260)-ARNT (MIM 126110)-SIM (see SIM2; MIM 600892) (bHLH-PAS) class of transcriptional regulators, which are involved in a wide range of physiologic and developmental events (Ooe et al., 2004 [PubMed 14701734]).	NPAS4
PEAR1	375033	99.046196	375033	platelet endothelial aggregation receptor 1	PEAR1 is a platelet receptor that signals upon the formation of platelet-platelet contacts independent of platelet activation and secondary to platelet aggregation (Nanda et al., 2005 [PubMed 15851471]).	PEAR1
ADH1B	125	116.87248	125	alcohol dehydrogenase 1B (class I), beta polypeptide	The protein encoded by this gene is a member of the alcohol dehydrogenase family. Members of this enzyme family metabolize a wide variety of substrates, including ethanol, retinol, other aliphatic alcohols, hydroxysteroids, and lipid peroxidation products. This encoded protein, consisting of several homo- and heterodimers of alpha, beta, and gamma subunits, exhibits high activity for ethanol oxidation and plays a major role in ethanol catabolism. Three genes encoding alpha, beta and gamma subunits are tandemly organized in a genomic segment as a gene cluster. Two transcript variants encoding different isoforms have been found for this gene.	ADH1B
HSPB7	27129	92.73999	27129	heat shock protein family B (small) member 7		HSPB7
RASGRP2	10235	98.66611	10235	RAS guanyl releasing protein 2	The protein encoded by this gene is a brain-enriched nucleotide exchanged factor that contains an N-terminal GEF domain, 2 tandem repeats of EF-hand calcium-binding motifs, and a C-terminal diacylglycerol/phorbol ester-binding domain. This protein can activate small GTPases, including RAS and RAP1/RAS3. The nucleotide exchange activity of this protein can be stimulated by calcium and diacylglycerol. Four alternatively spliced transcript variants encoding two different isoforms have been found for this gene.	RASGRP2
PTGIS	5740	95.38185	5740	prostaglandin I2 synthase	This gene encodes a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases which catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids. However, this protein is considered a member of the cytochrome P450 superfamily on the basis of sequence similarity rather than functional similarity. This endoplasmic reticulum membrane protein catalyzes the conversion of prostglandin H2 to prostacyclin (prostaglandin I2), a potent vasodilator and inhibitor of platelet aggregation. An imbalance of prostacyclin and its physiological antagonist thromboxane A2 contribute to the development of myocardial infarction, stroke, and atherosclerosis.	PTGIS
MYOZ2	51778	94.257	51778	myozenin 2	The protein encoded by this gene belongs to a family of sarcomeric proteins that bind to calcineurin, a phosphatase involved in calcium-dependent signal transduction in diverse cell types. These family members tether calcineurin to alpha-actinin at the z-line of the sarcomere of cardiac and skeletal muscle cells, and thus they are important for calcineurin signaling. Mutations in this gene cause cardiomyopathy familial hypertrophic type 16, a hereditary heart disorder.	MYOZ2
BNC2	54796	94.07358	54796	basonuclin 2	This gene encodes a conserved zinc finger protein. The encoded protein functions in skin color saturation. Mutations in this gene are associated with facial pigmented spots. This gene is also associated with susceptibility to adolescent idiopathic scoliosis.	BNC2
PDE2A	5138	98.309296	5138	phosphodiesterase 2A		PDE2A
KANK2	25959	98.64931	25959	KN motif and ankyrin repeat domains 2	This gene encodes a member of the KN motif and ankyrin repeat domains (KANK) family of proteins, which play a role in cytoskeletal formation by regulating actin polymerization. The encoded protein functions in the sequestration of steroid receptor coactivators and possibly other proteins. Mutations in this gene are associated with impaired kidney podocyte function and nephrotic syndrome, and keratoderma and woolly hair.	KANK2
ABCC9	10060	95.88235	10060	ATP binding cassette subfamily C member 9	The protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intra-cellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, White). This protein is a member of the MRP subfamily which is involved in multi-drug resistance. This protein is thought to form ATP-sensitive potassium channels in cardiac, skeletal, and vascular and non-vascular smooth muscle. Protein structure suggests a role as the drug-binding channel-modulating subunit of the extra-pancreatic ATP-sensitive potassium channels. Mutations in this gene are associated with cardiomyopathy dilated type 1O. Alternative splicing results in multiple transcript variants.	ABCC9
COL6A1	1291	91.92345	1291	collagen type VI alpha 1 chain	The collagens are a superfamily of proteins that play a role in maintaining the integrity of various tissues. Collagens are extracellular matrix proteins and have a triple-helical domain as their common structural element. Collagen VI is a major structural component of microfibrils. The basic structural unit of collagen VI is a heterotrimer of the alpha1(VI), alpha2(VI), and alpha3(VI) chains. The alpha2(VI) and alpha3(VI) chains are encoded by the COL6A2 and COL6A3 genes, respectively. The protein encoded by this gene is the alpha 1 subunit of type VI collagen (alpha1(VI) chain). Mutations in the genes that code for the collagen VI subunits result in the autosomal dominant disorder, Bethlem myopathy.	COL6A1
