query	_id	_score	entrezgene	name	summary	symbol
ST3GAL4	6484	95.164536	6484	ST3 beta-galactoside alpha-2,3-sialyltransferase 4	This gene encodes a member of the glycosyltransferase 29 family, a group of enzymes involved in protein glycosylation. The encoded protein is targeted to Golgi membranes but may be proteolytically processed and secreted. The gene product may also be involved in the increased expression of sialyl Lewis X antigen seen in inflammatory responses. Multiple transcript variants encoding different isoforms have been found for this gene.	ST3GAL4
TPP1	1200	93.849464	1200	tripeptidyl peptidase 1	This gene encodes a member of the sedolisin family of serine proteases. The protease functions in the lysosome to cleave N-terminal tripeptides from substrates, and has weaker endopeptidase activity. It is synthesized as a catalytically-inactive enzyme which is activated and auto-proteolyzed upon acidification. Mutations in this gene result in late-infantile neuronal ceroid lipofuscinosis, which is associated with the failure to degrade specific neuropeptides and a subunit of ATP synthase in the lysosome.	TPP1
WARS	7453	94.68735	7453	tryptophanyl-tRNA synthetase	Aminoacyl-tRNA synthetases catalyze the aminoacylation of tRNA by their cognate amino acid. Because of their central role in linking amino acids with nucleotide triplets contained in tRNAs, aminoacyl-tRNA synthetases are thought to be among the first proteins that appeared in evolution. Two forms of tryptophanyl-tRNA synthetase exist, a cytoplasmic form, named WARS, and a mitochondrial form, named WARS2. Tryptophanyl-tRNA synthetase (WARS) catalyzes the aminoacylation of tRNA(trp) with tryptophan and is induced by interferon. Tryptophanyl-tRNA synthetase belongs to the class I tRNA synthetase family. Four transcript variants encoding two different isoforms have been found for this gene.	WARS
LGALS3BP	3959	102.980034	3959	galectin 3 binding protein	The galectins are a family of beta-galactoside-binding proteins implicated in modulating cell-cell and cell-matrix interactions. LGALS3BP has been found elevated in the serum of patients with cancer and in those infected by the human immunodeficiency virus (HIV). It appears to be implicated in immune response associated with natural killer (NK) and lymphokine-activated killer (LAK) cell cytotoxicity. Using fluorescence in situ hybridization the full length 90K cDNA has been localized to chromosome 17q25. The native protein binds specifically to a human macrophage-associated lectin known as Mac-2 and also binds galectin 1.	LGALS3BP
MCM3	4172	91.34654	4172	minichromosome maintenance complex component 3	The protein encoded by this gene is one of the highly conserved mini-chromosome maintenance proteins (MCM) that are involved in the initiation of eukaryotic genome replication. The hexameric protein complex formed by MCM proteins is a key component of the pre-replication complex (pre_RC) and may be involved in the formation of replication forks and in the recruitment of other DNA replication related proteins. This protein is a subunit of the protein complex that consists of MCM2-7. It has been shown to interact directly with MCM5/CDC46. This protein also interacts with and is acetylated by MCM3AP, a chromatin-associated acetyltransferase. The acetylation of this protein inhibits the initiation of DNA replication and cell cycle progression. Two transcript variants encoding different isoforms have been found for this gene.	MCM3
ARMC9	80210	92.75952	80210	armadillo repeat containing 9		ARMC9
SNRPC	6631	91.64273	6631	small nuclear ribonucleoprotein polypeptide C	This gene encodes one of the specific protein components of the U1 small nuclear ribonucleoprotein (snRNP) particle required for the formation of the spliceosome. The encoded protein participates in the processing of nuclear precursor messenger RNA splicing. snRNP particles are attacked by autoantibodies frequently produced by patients with connective tissue diseases. The genome contains several pseudogenes of this functional gene. Alternative splicing results in a non-coding transcript variant.	SNRPC
HM13	81502	93.655556	81502	histocompatibility minor 13	The protein encoded by this gene, which localizes to the endoplasmic reticulum, catalyzes intramembrane proteolysis of some signal peptides after they have been cleaved from a preprotein. This activity is required to generate signal sequence-derived human lymphocyte antigen-E epitopes that are recognized by the immune system, and to process hepatitis C virus core protein. The encoded protein is an integral membrane protein with sequence motifs characteristic of the presenilin-type aspartic proteases. Multiple transcript variants encoding several different isoforms have been found for this gene.	HM13
CHST11	50515	93.67235	50515	carbohydrate sulfotransferase 11	The protein encoded by this gene belongs to the sulfotransferase 2 family. It is localized to the golgi membrane, and catalyzes the transfer of sulfate to position 4 of the N-acetylgalactosamine (GalNAc) residue of chondroitin. Chondroitin sulfate constitutes the predominant proteoglycan present in cartilage, and is distributed on the surfaces of many cells and extracellular matrices. A chromosomal translocation involving this gene and IgH, t(12;14)(q23;q32), has been reported in a patient with B-cell chronic lymphocytic leukemia. Alternatively spliced transcript variants encoding different isoforms have been found for this gene.	CHST11
CHST10	9486	96.43789	9486	carbohydrate sulfotransferase 10	This protein encoded by this gene transfers sulfate to the C-3 hydroxyl of terminal glucuronic acid of protein- and lipid-linked oligosaccharides. This protein was first identified as a sulfotransferase that acts on the human natural killer-1 (HNK-1) glycan; HNK-1 is a carbohydrate involved in neurodevelopment and synaptic plasticity.	CHST10
BACE2	25825	94.046776	25825	beta-site APP-cleaving enzyme 2	This gene encodes an integral membrane glycoprotein that functions as an aspartic protease. The encoded protein cleaves amyloid precursor protein into amyloid beta peptide, which is a critical step in the etiology of Alzheimer's disease and Down syndrome. The protein precursor is further processed into an active mature peptide. Alternative splicing results in multiple transcript variants.	BACE2
SLC16A4	9122	94.490845	9122	solute carrier family 16 member 4		SLC16A4
C11orf24	53838	116.86973	53838	chromosome 11 open reading frame 24		C11orf24
PTPRJ	5795	92.5929	5795	protein tyrosine phosphatase, receptor type J	The protein encoded by this gene is a member of the protein tyrosine phosphatase (PTP) family. PTPs are known to be signaling molecules that regulate a variety of cellular processes, including cell growth, differentiation, mitotic cycle, and oncogenic transformation. This PTP possesses an extracellular region containing five fibronectin type III repeats, a single transmembrane region, and a single intracytoplasmic catalytic domain, and thus represents a receptor-type PTP. This protein is present in all hematopoietic lineages, and was shown to negatively regulate T cell receptor signaling possibly through interfering with the phosphorylation of Phospholipase C Gamma 1 and Linker for Activation of T Cells. This protein can also dephosphorylate the PDGF beta receptor, and may be involved in UV-induced signal transduction. Multiple transcript variants encoding different isoforms have been found for this gene.	PTPRJ
SSR1	6745	91.61948	6745	signal sequence receptor subunit 1	The signal sequence receptor (SSR) is a glycosylated endoplasmic reticulum (ER) membrane receptor associated with protein translocation across the ER membrane. The SSR consists of 2 subunits, a 34-kD glycoprotein encoded by this gene and a 22-kD glycoprotein. This gene generates several mRNA species as a result of complex alternative polyadenylation. This gene is unusual in that it utilizes arrays of polyA signal sequences that are mostly non-canonical. Multiple transcript variants encoding different isoforms have been found for this gene.	SSR1
DCAF7	10238	94.046776	10238	DDB1 and CUL4 associated factor 7	This gene encodes a protein with multiple WD40 repeats which facilitate protein-protein interactions and thereby enable the assembly of multiprotein complexes. This protein has been shown to function as a scaffold protein for protein complexes involved in kinase signaling. This highly conserved gene is present in eukaryotic plants, fungi, and animals. The ortholog of this gene was first identified in plants as a key regulator of anthocyanin biosynthesis and flower pigmentation. Alternative splicing results in multiple transcript variants.	DCAF7
ZC3HC1	51530	94.91277	51530	zinc finger C3HC-type containing 1	This gene encodes an F-box-containing protein that is a component of an SCF-type E3 ubiquitin ligase complex that regulates the onset of cell division. The G2/M transition in the cell cycle requires the interaction of the proteins cyclin B1 and cyclin-dependent kinase 1. The activated ubiquitin ligase complex targets the protein cyclin B1 for degradation, preventing this transition to mitosis.	ZC3HC1
