query	_id	_score	entrezgene	name	summary	symbol
CDCA5	113130	97.61171	113130	cell division cycle associated 5		CDCA5
C6orf223	221416	111.51738	221416	chromosome 6 open reading frame 223		C6orf223
PCNA	5111	92.260666	5111	proliferating cell nuclear antigen	The protein encoded by this gene is found in the nucleus and is a cofactor of DNA polymerase delta. The encoded protein acts as a homotrimer and helps increase the processivity of leading strand synthesis during DNA replication. In response to DNA damage, this protein is ubiquitinated and is involved in the RAD6-dependent DNA repair pathway. Two transcript variants encoding the same protein have been found for this gene. Pseudogenes of this gene have been described on chromosome 4 and on the X chromosome.	PCNA
ANXA4	307	94.70852	307	annexin A4	Annexin IV (ANX4) belongs to the annexin family of calcium-dependent phospholipid binding proteins. Although their functions are still not clearly defined, several members of the annexin family have been implicated in membrane-related events along exocytotic and endocytotic pathways. ANX4 has 45 to 59% identity with other members of its family and shares a similar size and exon-intron organization. Isolated from human placenta, ANX4 encodes a protein that has possible interactions with ATP, and has in vitro anticoagulant activity and also inhibits phospholipase A2 activity. ANX4 is almost exclusively expressed in epithelial cells. Several transcript variants encoding different isoforms have been found for this gene.	ANXA4
SUV39H2	79723	98.28605	79723	suppressor of variegation 3-9 homolog 2		SUV39H2
MCM6	4175	94.0537	4175	minichromosome maintenance complex component 6	The protein encoded by this gene is one of the highly conserved mini-chromosome maintenance proteins (MCM) that are essential for the initiation of eukaryotic genome replication. The hexameric protein complex formed by the MCM proteins is a key component of the pre-replication complex (pre_RC) and may be involved in the formation of replication forks and in the recruitment of other DNA replication related proteins. The MCM complex consisting of this protein and MCM2, 4 and 7 proteins possesses DNA helicase activity, and may act as a DNA unwinding enzyme. The phosphorylation of the complex by CDC2 kinase reduces the helicase activity, suggesting a role in the regulation of DNA replication. Single nucleotide polymorphisms in the intron regions of this gene are associated with differential transcriptional activation of the promoter of the neighboring lactase gene and, thereby, influence lactose intolerance in early adulthood.	MCM6
OLA1	29789	92.08045	29789	Obg like ATPase 1	This gene encodes a member of the GTPase protein family. The encoded protein interacts with breast cancer-associated gene 1 (BRCA1) and BRCA1-associated RING domain protein (BARD1), and is involved in centrosome regulation. Overexpression of this gene has been observed in multiple types of cancer and may be associated with poor survival. Pseudogenes of this gene have been defined on chromosomes 17 and 22.	OLA1
MCM3	4172	91.34654	4172	minichromosome maintenance complex component 3	The protein encoded by this gene is one of the highly conserved mini-chromosome maintenance proteins (MCM) that are involved in the initiation of eukaryotic genome replication. The hexameric protein complex formed by MCM proteins is a key component of the pre-replication complex (pre_RC) and may be involved in the formation of replication forks and in the recruitment of other DNA replication related proteins. This protein is a subunit of the protein complex that consists of MCM2-7. It has been shown to interact directly with MCM5/CDC46. This protein also interacts with and is acetylated by MCM3AP, a chromatin-associated acetyltransferase. The acetylation of this protein inhibits the initiation of DNA replication and cell cycle progression. Two transcript variants encoding different isoforms have been found for this gene.	MCM3
MCM2	4171	92.91415	4171	minichromosome maintenance complex component 2	The protein encoded by this gene is one of the highly conserved mini-chromosome maintenance proteins (MCM) that are involved in the initiation of eukaryotic genome replication. The hexameric protein complex formed by MCM proteins is a key component of the pre-replication complex (pre_RC) and may be involved in the formation of replication forks and in the recruitment of other DNA replication related proteins. This protein forms a complex with MCM4, 6, and 7, and has been shown to regulate the helicase activity of the complex. This protein is phosphorylated, and thus regulated by, protein kinases CDC2 and CDC7. Multiple alternatively spliced transcript variants have been found, but the full-length nature of some variants has not been defined.	MCM2
ZDHHC20	253832	96.14476	253832	zinc finger DHHC-type containing 20		ZDHHC20
TRIP13	9319	96.141525	9319	thyroid hormone receptor interactor 13	This gene encodes a protein that interacts with thyroid hormone receptors, also known as hormone-dependent transcription factors. The gene product interacts specifically with the ligand binding domain. This gene is one of several that may play a role in early-stage non-small cell lung cancer.	TRIP13
MZT1	440145	93.46419	440145	mitotic spindle organizing protein 1		MZT1
CCNB1	891	97.29501	891	cyclin B1	The protein encoded by this gene is a regulatory protein involved in mitosis. The gene product complexes with p34(cdc2) to form the maturation-promoting factor (MPF). Two alternative transcripts have been found, a constitutively expressed transcript and a cell cycle-regulated transcript, that is expressed predominantly during G2/M phase. The different transcripts result from the use of alternate transcription initiation sites.	CCNB1
RPA3	6119	94.93187	6119	replication protein A3		RPA3
SSR1	6745	91.61948	6745	signal sequence receptor subunit 1	The signal sequence receptor (SSR) is a glycosylated endoplasmic reticulum (ER) membrane receptor associated with protein translocation across the ER membrane. The SSR consists of 2 subunits, a 34-kD glycoprotein encoded by this gene and a 22-kD glycoprotein. This gene generates several mRNA species as a result of complex alternative polyadenylation. This gene is unusual in that it utilizes arrays of polyA signal sequences that are mostly non-canonical. Multiple transcript variants encoding different isoforms have been found for this gene.	SSR1
GRIN2D	2906	101.78937	2906	glutamate ionotropic receptor NMDA type subunit 2D	N-methyl-D-aspartate (NMDA) receptors are a class of ionotropic glutamate receptors. NMDA channel has been shown to be involved in long-term potentiation, an activity-dependent increase in the efficiency of synaptic transmission thought to underlie certain kinds of memory and learning. NMDA receptor channels are heteromers composed of the key receptor subunit NMDAR1 (GRIN1) and 1 or more of the 4 NMDAR2 subunits: NMDAR2A (GRIN2A), NMDAR2B (GRIN2B), NMDAR2C (GRIN2C), and NMDAR2D (GRIN2D).	GRIN2D
CKAP2	26586	93.84902	26586	cytoskeleton associated protein 2	This gene encodes a cytoskeleton-associated protein that stabalizes microtubules and plays a role in the regulation of cell division. The encoded protein is itself regulated through phosphorylation at multiple serine and threonine residues. There is a pseudogene of this gene on chromosome 14. Alternative splicing results in multiple transcript variations.	CKAP2
MMP7	4316	95.647766	4316	matrix metallopeptidase 7	This gene encodes a member of the peptidase M10 family of matrix metalloproteinases (MMPs). Proteins in this family are involved in the breakdown of extracellular matrix in normal physiological processes, such as embryonic development, reproduction, and tissue remodeling, as well as in disease processes, such as arthritis and metastasis. The encoded preproprotein is proteolytically processed to generate the mature protease. This secreted protease breaks down proteoglycans, fibronectin, elastin and casein and differs from most MMP family members in that it lacks a conserved C-terminal hemopexin domain. The enzyme is involved in wound healing, and studies in mice suggest that it regulates the activity of defensins in intestinal mucosa. The gene is part of a cluster of MMP genes on chromosome 11. This gene exhibits elevated expression levels in multiple human cancers.	MMP7
AHCY	191	91.92388	191	adenosylhomocysteinase	S-adenosylhomocysteine hydrolase belongs to the adenosylhomocysteinase family. It catalyzes the reversible hydrolysis of S-adenosylhomocysteine (AdoHcy) to adenosine (Ado) and L-homocysteine (Hcy). Thus, it regulates the intracellular S-adenosylhomocysteine (SAH) concentration thought to be important for transmethylation reactions. Deficiency in this protein is one of the different causes of hypermethioninemia. Alternatively spliced transcript variants encoding different isoforms have been found for this gene.	AHCY
