query	_id	_score	entrezgene	name	summary	symbol
FBXO31	79791	92.42447	79791.0	F-box protein 31	This gene is a member of the F-box family. Members are classified into three classes according to the substrate interaction domain, FBW for WD40 repeats, FBL for leucing-rich repeats, and FBXO for other domains. This protein, classified into the last category because of the lack of a recognizable substrate binding domain, has been proposed to be a component of the SCF ubiquitination complex. It is thought to bind and recruit substrate for ubiquitination and degradation. This protein may have a role in regulating the cell cycle as well as dendrite growth and neuronal migration. Alternative splicing results in multiple transcript variants.	FBXO31
STARD9	57519	92.91415	57519.0	StAR related lipid transfer domain containing 9		STARD9
RUFY3	22902	93.09231	22902.0	RUN and FYVE domain containing 3	This gene encodes a RPIP8, UNC-14, and NESCA domain-containing protein that is required for maintenance of neuronal polarity. In addition, it has been implicated in mediation of gastric cancer cell migration and invasion via interaction with P21-activated kinase-1, which promotes its expression. The encoded protein localizes to F-actin-enriched invadopodia to induce formation of protrusions, thereby facilitating cell migration. Alternative splicing results in multiple transcript variants.	RUFY3
PBX3	5090	93.84902	5090.0	PBX homeobox 3		PBX3
WFIKKN2	124857	96.43789	124857.0	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2	The WFIKKN1 protein contains a WAP domain, follistatin domain, immunoglobulin domain, two tandem Kunitz domains, and an NTR domain. This gene encodes a WFIKKN1-related protein which has the same domain organization as the WFIKKN1 protein. The WAP-type, follistatin type, Kunitz-type, and NTR-type protease inhibitory domains may control the action of multiple types of proteases.	WFIKKN2
ARX	170302	93.869865	170302.0	aristaless related homeobox	This gene is a homeobox-containing gene expressed during development. The expressed protein contains two conserved domains, a C-peptide (or aristaless domain) and the prd-like class homeobox domain. It is a member of the group-II aristaless-related protein family whose members are expressed primarily in the central and/or peripheral nervous system. This gene is thought to be involved in CNS development. Expansion of a polyalanine tract and other mutations in this gene cause X-linked mental retardation and epilepsy.	ARX
ARMCX4	100131755	102.3597	100131755.0	armadillo repeat containing, X-linked 4	The product of this gene belongs to the armadillo repeat-containing family of proteins, which interact with other proteins in a variety of cellular processes. The function of this family member is currently unknown. Alternative splicing of this gene results in multiple transcript variants.	ARMCX4
AASS	10157	94.27654	10157.0	aminoadipate-semialdehyde synthase	This gene encodes a bifunctional enzyme that catalyzes the first two steps in the mammalian lysine degradation pathway. The N-terminal and the C-terminal portions of this enzyme contain lysine-ketoglutarate reductase and saccharopine dehydrogenase activity, respectively, resulting in the conversion of lysine to alpha-aminoadipic semialdehyde. Mutations in this gene are associated with familial hyperlysinemia.	AASS
NKTR	4820	90.25634	4820.0	natural killer cell triggering receptor	This gene encodes a membrane-anchored protein with a hydrophobic amino terminal domain and a cyclophilin-like PPIase domain. It is present on the surface of natural killer cells and facilitates their binding to targets. Its expression is regulated by IL2 activation of the cells.	NKTR
SECISBP2	79048	92.40342	79048.0	SECIS binding protein 2	The incorporation of selenocysteine into a protein requires the concerted action of an mRNA element called a sec insertion sequence (SECIS), a selenocysteine-specific translation elongation factor and a SECIS binding protein. With these elements in place, a UGA codon can be decoded as selenocysteine. The gene described in this record encodes a nuclear protein that functions as a SECIS binding protein. Mutations in this gene have been associated with a reduction in activity of a specific thyroxine deiodinase, a selenocysteine-containing enzyme, and abnormal thyroid hormone metabolism. Alternate splicing results in multiple transcript variants.	SECISBP2
SLC1A7	6512	96.69856	6512.0	solute carrier family 1 member 7		SLC1A7
CTB-50L17.14	ENSG00000267385	116.889275				CTB-50L17.14
STXBP5L	9515	93.87053	9515.0	syntaxin binding protein 5 like	The protein encoded by this gene is similar to syntaxin-binding protein 5 and contains ten N-terminal WD40 repeats, four variable region WD40 repeats, and a C-terminal R-SNARE domain. Studies of the orthologous proteins in mouse and rat have shown that the encoded protein may inhibit exocytosis in neurosecretory cells, and may negatively regulate the secretion of insulin. A missense variant in this gene is likely the cause of an infantile-onset neurodegenerative disorder diagnosed in two siblings of consanguineous parents.	STXBP5L
