query	_id	_score	entrezgene	name	summary	symbol
STAB1	23166	93.676056	23166.0	stabilin 1	This gene encodes a large, transmembrane receptor protein which may function in angiogenesis, lymphocyte homing, cell adhesion, or receptor scavenging. The protein contains 7 fasciclin, 16 epidermal growth factor (EGF)-like, and 2 laminin-type EGF-like domains as well as a C-type lectin-like hyaluronan-binding Link module. The protein is primarily expressed on sinusoidal endothelial cells of liver, spleen, and lymph node. The receptor has been shown to endocytose ligands such as low density lipoprotein, Gram-positive and Gram-negative bacteria, and advanced glycosylation end products. Supporting its possible role as a scavenger receptor, the protein rapidly cycles between the plasma membrane and early endosomes.	STAB1
SLC37A2	219855	94.260376	219855.0	solute carrier family 37 member 2		SLC37A2
DDX17	10521	91.76965	10521.0	DEAD-box helicase 17	DEAD box proteins, characterized by the conserved motif Asp-Glu-Ala-Asp (DEAD), are putative RNA helicases. They are implicated in a number of cellular processes involving alteration of RNA secondary structure, such as translation initiation, nuclear and mitochondrial splicing, and ribosome and splicesosome assembly. Based on their distribution patterns, some members of this family are believed to be involved in embryogenesis, spermatogenesis, and cellular growth and division. This gene encodes a DEAD box protein, which is an ATPase activated by a variety of RNA species, but not by dsDNA. This protein, and that encoded by DDX5 gene, are more closely related to each other than to any other member of the DEAD box family. This gene can encode multiple isoforms due to both alternative splicing and the use of alternative translation initiation codons, including a non-AUG (CUG) start codon.	DDX17
RAB34	83871	95.164536	83871.0	RAB34, member RAS oncogene family	This gene encodes a protein belonging to the RAB family of proteins, which are small GTPases involved in protein transport. This family member is a Golgi-bound member of the secretory pathway that is involved in the repositioning of lysosomes and the activation of macropinocytosis. Alternative splicing of this gene results in multiple transcript variants. An alternatively spliced transcript variant produces the nine-amino acid residue-repeats (NARR) protein, which is a functionally distinct nucleolar protein resulting from a different reading frame.	RAB34
PEAR1	375033	99.046196	375033.0	platelet endothelial aggregation receptor 1	PEAR1 is a platelet receptor that signals upon the formation of platelet-platelet contacts independent of platelet activation and secondary to platelet aggregation (Nanda et al., 2005 [PubMed 15851471]).	PEAR1
MUM1L1	139221	101.80978	139221.0	MUM1 like 1	This gene encodes a protein which contains a mutated melanoma-associated antigen 1 domain. Proteins which contain mutated antigens are expressed at high levels on certain types of cancers. Multiple alternatively spliced variants, encoding the same protein, have been identified.	MUM1L1
TMEM132C	92293	91.04159	92293.0	transmembrane protein 132C		TMEM132C
KRT13	3860	100.283905	3860.0	keratin 13	The protein encoded by this gene is a member of the keratin gene family. The keratins are intermediate filament proteins responsible for the structural integrity of epithelial cells and are subdivided into cytokeratins and hair keratins. Most of the type I cytokeratins consist of acidic proteins which are arranged in pairs of heterotypic keratin chains. This type I cytokeratin is paired with keratin 4 and expressed in the suprabasal layers of non-cornified stratified epithelia. Mutations in this gene and keratin 4 have been associated with the autosomal dominant disorder White Sponge Nevus. The type I cytokeratins are clustered in a region of chromosome 17q21.2. Alternative splicing of this gene results in multiple transcript variants; however, not all variants have been described.	KRT13
SPON1	10418	94.68811	10418.0	spondin 1		SPON1
PCDH15	65217	97.941216	65217.0	protocadherin related 15	This gene is a member of the cadherin superfamily. Family members encode integral membrane proteins that mediate calcium-dependent cell-cell adhesion. It plays an essential role in maintenance of normal retinal and cochlear function. Mutations in this gene result in hearing loss and Usher Syndrome Type IF (USH1F). Extensive alternative splicing resulting in multiple isoforms has been observed in the mouse ortholog. Similar alternatively spliced transcripts are inferred to occur in human, and additional variants are likely to occur.	PCDH15
SLCO2A1	6578	92.91415	6578.0	solute carrier organic anion transporter family member 2A1	This gene encodes a prostaglandin transporter that is a member of the 12-membrane-spanning superfamily of transporters. The encoded protein may be involved in mediating the uptake and clearance of prostaglandins in numerous tissues.	SLCO2A1
CASC3	22794	93.29617	22794.0	cancer susceptibility 3	The product of this gene is a core component of the exon junction complex (EJC), a protein complex that is deposited on spliced mRNAs at exon-exon junctions and functions in nonsense-mediated mRNA decay (NMD). The encoded protein binds RNA and interacts with two other EJC core components. It is predominantly located in the cytoplasm, but shuttles into the nucleus where it localizes to nuclear speckles.	CASC3
HRASLS5	117245	99.42558	117245.0	HRAS like suppressor family member 5		HRASLS5
AADAC	13	98.646255	13.0	arylacetamide deacetylase	Microsomal arylacetamide deacetylase competes against the activity of cytosolic arylamine N-acetyltransferase, which catalyzes one of the initial biotransformation pathways for arylamine and heterocyclic amine carcinogens	AADAC
HPD	3242	96.141525	3242.0	4-hydroxyphenylpyruvate dioxygenase	The protein encoded by this gene is an enzyme in the catabolic pathway of tyrosine. The encoded protein catalyzes the conversion of 4-hydroxyphenylpyruvate to homogentisate. Defects in this gene are a cause of tyrosinemia type 3 (TYRO3) and hawkinsinuria (HAWK). Two transcript variants encoding different isoforms have been found for this gene.	HPD
WFIKKN2	124857	96.43789	124857.0	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2	The WFIKKN1 protein contains a WAP domain, follistatin domain, immunoglobulin domain, two tandem Kunitz domains, and an NTR domain. This gene encodes a WFIKKN1-related protein which has the same domain organization as the WFIKKN1 protein. The WAP-type, follistatin type, Kunitz-type, and NTR-type protease inhibitory domains may control the action of multiple types of proteases.	WFIKKN2
OGN	4969	94.050766	4969.0	osteoglycin	This gene encodes a member of the small leucine-rich proteoglycan (SLRP) family of proteins. The encoded protein induces ectopic bone formation in conjunction with transforming growth factor beta and may regulate osteoblast differentiation. High expression of the encoded protein may be associated with elevated heart left ventricular mass. Alternative splicing results in multiple transcript variants.	OGN
ADH1B	125	116.87248	125.0	alcohol dehydrogenase 1B (class I), beta polypeptide	The protein encoded by this gene is a member of the alcohol dehydrogenase family. Members of this enzyme family metabolize a wide variety of substrates, including ethanol, retinol, other aliphatic alcohols, hydroxysteroids, and lipid peroxidation products. This encoded protein, consisting of several homo- and heterodimers of alpha, beta, and gamma subunits, exhibits high activity for ethanol oxidation and plays a major role in ethanol catabolism. Three genes encoding alpha, beta and gamma subunits are tandemly organized in a genomic segment as a gene cluster. Two transcript variants encoding different isoforms have been found for this gene.	ADH1B
CES4A	283848	99.44372	283848.0	carboxylesterase 4A	This gene encodes a member of the carboxylesterase large family. The family members are responsible for the hydrolysis or transesterification of various xenobiotics, such as cocaine and heroin, and endogenous substrates with ester, thioester, or amide bonds. They also participate in fatty acyl and cholesterol ester metabolism, and may play a role in the blood-brain barrier system. This gene, also called CES6, encodes a secreted enzyme, and may play a role in the detoxification of drugs and xenobiotics in neural and other tissues of the body and in the cerebrospinal fluid. Multiple transcript variants encoding different isoforms have been reported, but the full-length nature and/or biological validity of some variants have not been determined.	CES4A
